Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,
352206,Medical treatment,2021,June,Tuesday,18,Rear-end,Multi-Vehicle,152.965204,-27.49454144,Western Arterial Rd,,Centenary Motorway (Ellen Grove - Toowong),Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major Cities,Maiwar,Ryan,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,306,Veh'S Same Direction: Lane Change Right,Lane changes,S,0,0,1,0,1,3,0,0,0,0,0,0
352207,Hospitalisation,2021,June,Thursday,15,Hit pedestrian,Hit pedestrian,152.937488,-27.50680444,Brookfield Rd,Mirbelia St,,Kenmore,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Brookfield - Kenmore Hills,Kenmore - Brookfield - Moggill,Brisbane - West,Major Cities,Moggill,Ryan,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,W,0,1,0,0,1,1,0,0,0,0,1,0
352208,Hospitalisation,2021,June,Friday,20,Hit pedestrian,Hit pedestrian,152.9998996,-27.4784765,Bicentennial Bikeway,,,Auchenflower,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Auchenflower,Brisbane Inner - West,Brisbane Inner City,Major Cities,Maiwar,Ryan,Locally-controlled,Bikeway,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Level,0,Ped'N: Hit Other,Other,S,0,1,0,0,1,0,0,0,0,2,0,0
352209,Hospitalisation,2021,June,Saturday,12,Fall from vehicle,Single Vehicle,152.9547364,-27.47951895,Sir Samuel Griffith Dr,,,Mount Coot-tha,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Mount Coot-tha,The Gap - Enoggera,Brisbane - West,Major Cities,Maiwar,Ryan,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,E,0,1,0,0,1,0,1,0,0,0,0,0
352210,Minor injury,2021,June,Saturday,23,Hit object,Single Vehicle,152.9666616,-27.49233089,Western Arterial Rd,,Centenary Motorway (Ellen Grove - Toowong),Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major Cities,Maiwar,Ryan,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,0,0,2,2,1,0,0,0,0,0,0
352211,Medical treatment,2021,June,Saturday,11,Angle,Multi-Vehicle,152.977227,-27.50216944,Clarence Rd,Westminster Rd,,Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major Cities,Maiwar,Ryan,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,0,1,0,1,2,0,0,0,0,0,0
352212,Hospitalisation,2021,June,Sunday,15,Hit parked vehicle,Single Vehicle,152.983497,-27.48417944,Sherwood Rd,,,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major Cities,Maiwar,Ryan,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,E,0,1,0,0,1,2,0,0,0,0,0,0
352213,Medical treatment,2021,June,Friday,12,Sideswipe,Multi-Vehicle,152.9468165,-27.5081946,Moggill Rd,,Moggill Sub-Arterial Road,Kenmore,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Kenmore,Kenmore - Brookfield - Moggill,Brisbane - West,Major Cities,Moggill,Ryan,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,307,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,0,2,0,2,3,0,0,0,0,0,0
352214,Medical treatment,2021,June,Friday,21,Angle,Multi-Vehicle,152.952844,-27.50811344,Chapel Hill Rd,Moggill Rd,Moggill Sub-Arterial Road,Chapel Hill,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Chapel Hill,Kenmore - Brookfield - Moggill,Brisbane - West,Major Cities,Moggill,Ryan,State-controlled,Intersection - 5+ way,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,W,0,0,1,1,2,2,0,0,0,0,0,0
352215,Medical treatment,2021,June,Friday,18,Rear-end,Multi-Vehicle,152.948221,-27.52179344,Centenary Hwy,,Centenary Motorway (Ellen Grove - Toowong),Fig Tree Pocket,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Fig Tree Pocket,Kenmore - Brookfield - Moggill,Brisbane - West,Major Cities,Moggill,Ryan,State-controlled,Intersection - Interchange,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
352216,Minor injury,2021,June,Sunday,16,Fall from vehicle,Single Vehicle,152.98936,-27.49552144,Indooroopilly Rd,Westerham St,,Taringa,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Taringa,Sherwood - Indooroopilly,Brisbane - West,Major Cities,Maiwar,Ryan,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,901,Pass & Misc: Fell In/From Vehicle,Other,N,0,0,0,1,1,1,0,0,0,1,0,0
352237,Hospitalisation,2021,January,Friday,5,Hit pedestrian,Hit pedestrian,146.7292194,-19.37187083,Chester Ct,,,Kelso,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Kelso,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Grade,0,Ped'N: Hit Other,Other,S,0,1,0,0,1,1,0,0,0,0,1,0
352238,Hospitalisation,2021,January,Friday,11,Angle,Multi-Vehicle,146.7226084,-19.31946783,Black Hawk Bvd,Hervey Range Rd,Hervey Range Developmental Road (Townsville - Battery),Thuringowa Central,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,W,0,1,0,0,1,1,0,0,0,1,0,0
352239,Hospitalisation,2021,January,Saturday,16,Fall from vehicle,Single Vehicle,146.7108764,-19.33301482,Smith Rd,,,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,S,0,1,0,0,1,0,1,0,0,0,0,0
352240,Hospitalisation,2021,January,Sunday,13,Rear-end,Multi-Vehicle,146.7124264,-19.29127482,Dalrymple Rd,,,Mount Louisa,Townsville City,4814,Townsville,Townsville,Northern,Northern,North Queensland,Mount Louisa,Townsville,Townsville,Outer Regional,Townsville,Herbert,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,E,0,1,0,0,1,2,0,0,0,0,0,0
352241,Medical treatment,2021,January,Thursday,20,Angle,Multi-Vehicle,146.7593244,-19.29859883,Acheron Ave,Ross River Rd,Ross River Road,Cranbrook,Townsville City,4814,Kirwan,Townsville,Northern,Northern,North Queensland,Cranbrook,Townsville,Townsville,Outer Regional,Mundingburra,Herbert,State-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,E,0,0,1,0,1,2,0,0,0,0,0,0
352242,Minor injury,2021,January,Friday,14,Rear-end,Multi-Vehicle,146.7611174,-19.28819683,Fulham Rd,Nathan St,Douglas - Garbutt Road,Heatley,Townsville City,4814,Mundingburra,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,S,0,0,0,1,1,2,0,0,0,0,0,0
352243,Minor injury,2021,January,Monday,19,Hit object,Single Vehicle,146.7268454,-19.32771783,Bruce Hwy,,Bruce Highway (Townsville - Ingham),Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Interchange,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,300,Veh'S Same Direction: Other,Other,E,0,0,0,1,1,1,0,1,0,0,0,0
352244,Medical treatment,2021,January,Wednesday,8,Sideswipe,Multi-Vehicle,146.7426584,-19.30468883,Charles St,Torras Ct,,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - East,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,500,Veh'S Overtaking: Other,Other,,0,0,1,0,1,1,0,0,0,0,0,1
352245,Hospitalisation,2021,January,Monday,17,Hit parked vehicle,Single Vehicle,146.7293744,-19.36737583,Allambie Ct,Catherine Cres,,Kelso,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Kelso,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,S,0,1,0,0,1,2,0,0,0,0,0,0
352246,Hospitalisation,2021,January,Saturday,7,Hit object,Single Vehicle,146.7272604,-19.33465983,Garbutt - Upper Ross Rd,,Garbutt - Upper Ross Road,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,8,0,0,8,3,0,0,0,0,0,0
352247,Medical treatment,2021,January,Saturday,13,Overturned,Single Vehicle,146.8410445,-19.68802542,Flinders Hwy,,Flinders Highway (Townsville - Charters Towers),Woodstock,Townsville City,4816,Stuart,Townsville,Northern,Northern,North Queensland,Townsville - South,Townsville,Townsville,Outer Regional,Burdekin,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,S,0,0,1,0,1,1,0,0,0,0,0,0
352248,Hospitalisation,2021,February,Monday,14,Hit pedestrian,Hit pedestrian,146.7349724,-19.37871583,Framara Dr S,,,Kelso,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Kelso,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,9,Ped'N: Hit While Boarding/Alighting,Pedestrian,S,0,1,0,0,1,1,0,0,0,0,1,0
352249,Hospitalisation,2021,February,Friday,8,Rear-end,Multi-Vehicle,146.7317884,-19.36346983,Garbutt - Upper Ross Rd,,Garbutt - Upper Ross Road,Rasmussen,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302,Veh'S Same Direction: Left Rear,Rear-end,N,0,1,0,0,1,2,0,0,0,0,0,0
352250,Fatal,2021,February,Friday,21,Hit object,Single Vehicle,146.7351784,-19.31479983,Ross River Rd,,Ross River Road,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - East,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,E,1,1,0,0,2,2,1,0,0,0,0,0
352251,Hospitalisation,2021,February,Wednesday,17,Head-on,Multi-Vehicle,146.7463824,-19.29329383,Farrell St,Mill Dr,,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - East,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,501,Veh'S Overtaking: Head On,Head-on,E,0,4,0,1,5,3,0,0,0,0,0,0
352252,Hospitalisation,2021,February,Saturday,5,Angle,Multi-Vehicle,146.7273744,-19.32607083,Bruce Hwy,Garbutt - Upper Ross Rd,Garbutt - Upper Ross Road,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Interchange,No traffic control,70 km/h,Sealed - Wet,Clear,Dawn/Dusk,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,N,0,1,0,0,1,1,0,0,0,1,0,0
352253,Medical treatment,2021,February,Saturday,14,Hit object,Single Vehicle,146.7535804,-19.29120783,Alsop Dr,Mill Dr,,Heatley,Townsville City,4814,Kirwan,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,0,1,0,1,1,0,0,0,0,0,0
352254,Medical treatment,2021,February,Saturday,10,Rear-end,Multi-Vehicle,146.7384314,-19.29258883,Mill Dr,Thuringowa Dr,Garbutt - Upper Ross Road,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - West,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
352255,Hospitalisation,2021,February,Monday,20,Angle,Multi-Vehicle,146.7611174,-19.28819683,Fulham Rd,Nathan St,Douglas - Garbutt Road,Heatley,Townsville City,4814,Mundingburra,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,N,0,1,0,0,1,1,1,0,0,0,0,0
352256,Medical treatment,2021,February,Thursday,6,Rear-end,Multi-Vehicle,146.7227424,-19.29428383,Elphinstone Dr,Kern Brothers Dr,,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - West,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,0,0,0,0,1,0,0
352257,Minor injury,2021,February,Saturday,17,Rear-end,Multi-Vehicle,146.7170774,-19.29262082,Dalrymple Rd,Golf Links Dr,,Kirwan,Townsville City,4817,Townsville,Townsville,Northern,Northern,North Queensland,Kirwan - West,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - Cross,Operating traffic lights,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,,0,0,0,1,1,2,0,0,0,0,0,0
352258,Hospitalisation,2021,March,Monday,16,Rear-end,Multi-Vehicle,146.7137734,-19.32609782,The Ring Rd,,Bruce Highway (Townsville - Ingham),Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Crest,301,Veh'S Same Direction: Rear End,Rear-end,W,0,1,0,0,1,6,0,0,0,0,0,0
352259,Minor injury,2021,March,Saturday,12,Rear-end,Multi-Vehicle,146.7300914,-19.38767283,Garbutt - Upper Ross Rd,,Garbutt - Upper Ross Road,Kelso,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Kelso,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,S,0,0,0,1,1,2,0,0,0,0,0,0
352260,Hospitalisation,2021,March,Monday,14,Angle,Multi-Vehicle,146.7263224,-19.34509383,Dollview Ave,Pinnacle Dr,,Rasmussen,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,304,Veh'S Same Direction: U-Turn,U-turn,S,0,1,0,0,1,2,0,0,0,0,0,0
352261,Hospitalisation,2021,March,Sunday,7,Hit object,Single Vehicle,146.7501784,-19.29730283,Charles St,,,Heatley,Townsville City,4814,Kirwan,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,600,Veh'S On Path: Other,Other,N,0,1,0,0,1,0,1,0,0,0,0,0
352262,Fatal,2021,March,Monday,2,Angle,Multi-Vehicle,146.7592644,-19.28042383,Dalrymple Rd,Nathan St,Garbutt - Upper Ross Road,Heatley,Townsville City,4814,Townsville,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,1,3,0,0,4,2,0,0,0,0,0,0
352263,Medical treatment,2021,March,Saturday,16,Hit object,Single Vehicle,146.7275614,-19.32690183,Garbutt - Upper Ross Rd,,Garbutt - Upper Ross Road,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,0,1,0,1,1,0,0,0,0,0,0
352264,Medical treatment,2021,March,Friday,7,Angle,Multi-Vehicle,146.7349244,-19.30303383,Thuringowa Dr,,Garbutt - Upper Ross Road,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - West,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,N,0,0,1,0,1,1,0,0,0,1,0,0
352265,Medical treatment,2021,March,Wednesday,15,Hit object,Single Vehicle,146.7381539,-19.29299805,Thuringowa Dr,,Garbutt - Upper Ross Road,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - East,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,S,0,0,1,2,3,2,0,0,0,0,0,0
352266,Hospitalisation,2021,April,Friday,14,Rear-end,Multi-Vehicle,146.7496204,-19.29279183,Mill Dr,Rhodes St,,Heatley,Townsville City,4814,Kirwan,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,304,Veh'S Same Direction: U-Turn,U-turn,N,0,1,0,0,1,2,0,0,0,0,0,0
352267,Hospitalisation,2021,April,Monday,16,Hit object,Single Vehicle,146.7221224,-19.29982283,Bel Air Ave,Concord Cr,,Kirwan,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - West,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,N,0,2,0,0,2,1,0,0,0,0,0,0
352268,Hospitalisation,2021,April,Monday,17,Hit pedestrian,Hit pedestrian,146.7275967,-19.31772094,Hervey Range Rd,,Hervey Range Developmental Road (Townsville - Battery),Thuringowa Central,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,U,0,1,0,0,1,1,0,0,0,0,1,0
352269,Hospitalisation,2021,April,Tuesday,11,Sideswipe,Multi-Vehicle,146.7275634,-19.32956383,Bruce Hwy,Garbutt - Upper Ross Rd,Bruce Highway (Townsville - Ingham),Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,N,0,1,0,0,1,1,1,0,0,0,0,0
352270,Hospitalisation,2021,April,Thursday,4,Hit object,Single Vehicle,146.7611174,-19.28819683,Fulham Rd,Nathan St,Douglas - Garbutt Road,Heatley,Townsville City,4814,Mundingburra,Townsville,Northern,Northern,North Queensland,Heatley,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,1,0,0,1,1,0,0,0,0,0,0
352271,Hospitalisation,2021,April,Thursday,10,Hit pedestrian,Hit pedestrian,146.7286244,-19.30754583,Hinchinbrook Dr,,,Thuringowa Central,Townsville City,4817,Kirwan,Townsville,Northern,Northern,North Queensland,Kirwan - West,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,0,Ped'N: Hit Other,Other,S,0,1,0,0,1,0,0,0,0,0,1,1
352272,Hospitalisation,2021,April,Sunday,7,Rear-end,Multi-Vehicle,146.7275634,-19.32956383,Bruce Hwy,Garbutt - Upper Ross Rd,Garbutt - Upper Ross Road,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Interchange,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,S,0,1,0,0,1,0,2,0,0,0,0,0
352273,Hospitalisation,2021,April,Tuesday,21,Rear-end,Multi-Vehicle,146.7552424,-19.30051083,Ross River Rd,,Ross River Road,Cranbrook,Townsville City,4814,Kirwan,Townsville,Northern,Northern,North Queensland,Cranbrook,Townsville,Townsville,Outer Regional,Mundingburra,Herbert,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,1,0,0,1,2,0,0,0,0,0,0
352274,Hospitalisation,2021,April,Wednesday,1,Head-on,Multi-Vehicle,146.6903054,-19.83737083,Flinders Hwy,,Flinders Highway (Townsville - Charters Towers),Mingela,Charters Towers Region,4816,Ravenswood,Townsville,Northern,Northern,North Queensland,Dalrymple,Charters Towers - Ayr - Ingham,Townsville,Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,N,0,2,0,0,2,2,0,0,0,0,0,0
